time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
98.123,0,0.27,0.20,1.68,0.63,0.02,93.00,0.39,45.48,45.48,0.00,98.51,-56.26,97.62,45.48,1.55,1.52,0.01,0.06,0.00,0.19,33.64,0.03,100.00,100.00,98.76,0.00,9.75,0.00,0.00,0.00,0.13,0.00,0.53,0.00,0.00,1.66,-3.42,7.96,65.82,60.77,318.40,289.47,403.12,378.83,387.61,304.60,327.56,313.91,358.39,329.97,367.11,378.83,
98.199,0,0.25,0.21,0.82,0.60,0.02,92.53,0.36,43.85,43.85,0.00,98.30,-57.49,97.65,43.85,1.43,1.55,0.01,0.07,0.00,0.14,18.53,0.04,100.00,100.00,98.31,0.00,16.80,0.00,0.00,0.00,0.26,0.00,0.56,0.00,0.00,2.03,-3.36,8.42,66.00,60.67,318.92,289.78,403.37,378.97,387.73,304.80,327.79,314.20,358.79,330.02,367.92,378.97,
98.411,0,0.36,0.21,2.15,0.42,0.02,88.54,0.24,33.35,33.35,0.00,96.14,-54.44,97.65,33.35,1.45,1.54,0.01,0.08,0.00,0.15,34.56,0.07,100.00,100.00,97.99,0.00,13.99,0.00,0.00,0.00,0.13,0.00,0.78,0.00,0.00,1.54,-3.37,7.93,65.93,60.81,318.46,289.56,403.01,378.82,387.64,304.75,327.50,313.77,358.39,330.00,367.06,378.82,
98.478,0,0.37,0.22,2.02,0.43,0.02,88.91,0.24,34.01,34.01,0.00,96.33,-55.63,97.42,34.01,1.24,1.65,0.01,0.08,0.00,0.19,33.48,0.08,100.00,100.00,97.94,0.00,18.21,0.00,0.00,0.00,0.12,0.00,1.10,0.00,0.00,2.00,-3.85,8.12,66.01,61.03,318.76,289.53,403.07,378.57,387.83,304.68,327.47,313.74,358.32,329.74,367.44,378.57,
98.547,0,0.37,0.22,1.74,0.47,0.02,89.99,0.27,36.59,36.59,0.00,97.00,-57.22,97.40,36.59,1.33,1.66,0.01,0.08,0.00,0.22,31.28,0.07,100.00,100.00,98.49,0.00,22.46,0.00,0.00,0.00,0.20,0.00,1.16,0.00,0.00,1.24,-3.88,7.79,65.81,60.80,318.46,289.47,403.20,378.88,387.80,304.70,327.67,313.66,358.25,330.13,367.03,378.88,
98.776,0,0.29,0.22,1.07,0.44,0.02,89.55,0.25,35.47,35.47,0.00,96.73,-55.50,97.63,35.47,1.03,1.66,0.01,0.05,0.00,0.37,20.88,0.03,100.00,100.00,99.11,0.00,15.71,0.00,0.00,0.00,0.25,0.00,0.95,0.00,0.00,1.82,-3.42,8.21,65.82,60.61,318.84,289.66,403.41,379.03,387.81,304.83,327.88,313.90,358.75,330.03,367.70,379.03,
98.841,0,0.34,0.21,1.38,0.35,0.02,86.60,0.19,29.09,29.09,0.00,94.65,-54.15,97.33,29.09,0.65,1.63,0.01,0.06,0.01,0.39,23.97,0.03,100.00,100.00,98.97,0.00,16.29,0.00,0.00,0.00,0.17,0.00,0.67,0.00,0.00,1.52,-4.02,8.23,65.70,61.05,318.68,289.48,403.25,378.71,387.82,304.54,327.48,313.81,358.28,329.98,367.60,378.71,
98.917,0,0.38,0.21,1.65,0.33,0.02,85.51,0.18,27.16,27.16,0.00,93.81,-54.07,97.30,27.16,0.78,1.57,0.01,0.06,0.00,0.33,26.98,0.03,100.00,100.00,99.22,0.00,18.14,0.00,0.00,0.00,0.23,0.00,0.76,0.00,0.00,0.92,-4.07,8.21,65.60,60.92,318.61,289.49,403.22,378.71,387.72,304.49,327.51,313.77,358.21,330.20,367.51,378.71,
99.089,0,0.38,0.21,2.47,0.36,0.02,86.52,0.19,29.08,29.08,0.00,94.65,-53.63,96.68,29.08,0.84,1.74,0.01,0.04,0.00,0.84,35.36,0.03,100.00,100.00,99.52,0.00,12.79,0.00,0.00,0.00,79.82,0.00,0.60,0.00,0.00,2.79,-5.15,7.87,66.00,60.33,318.93,289.93,403.21,378.91,387.78,305.09,328.16,314.33,357.90,329.97,367.28,378.91,
99.166,0,0.42,0.21,2.50,0.33,0.02,85.47,0.18,26.88,26.88,0.00,93.68,-54.09,96.74,26.88,0.88,2.09,0.01,0.04,0.00,1.04,34.68,0.02,100.00,100.00,99.64,0.00,15.74,0.00,0.00,0.00,67.44,0.00,0.52,0.00,0.00,2.43,-5.04,7.82,65.95,60.91,318.81,289.88,403.34,379.01,388.05,305.01,327.88,314.40,357.93,330.15,367.30,379.01,
99.266,0,0.76,0.21,10.77,0.25,0.02,81.02,0.13,19.41,19.41,0.00,89.04,-54.54,96.77,19.41,0.40,2.83,0.00,0.08,0.02,2.63,61.55,0.02,100.00,100.00,99.69,0.00,20.20,0.00,0.00,0.00,6.61,0.00,0.31,0.00,0.00,1.47,-5.00,7.61,65.69,60.98,318.89,289.57,403.54,378.78,388.35,304.77,328.05,313.84,358.09,330.18,367.25,378.78,
99.421,0,1.58,0.23,35.05,0.18,0.02,74.50,0.08,8.23,8.23,0.50,76.79,-57.40,96.84,8.23,0.11,6.67,0.00,0.16,0.14,5.88,84.53,0.03,100.00,100.00,99.88,0.00,27.95,0.00,0.00,0.00,7.80,0.00,0.26,0.00,0.00,2.15,-4.89,7.73,65.85,61.02,318.97,289.55,403.55,378.80,388.36,304.81,328.01,313.85,358.18,329.91,367.42,378.80,
99.494,0,1.28,0.23,28.05,0.20,0.02,76.14,0.09,10.31,10.31,0.00,79.64,-55.29,96.68,10.31,0.18,6.09,0.00,0.13,0.07,4.54,80.06,0.03,100.00,100.00,99.81,0.00,20.71,0.00,0.00,0.00,0.09,0.00,0.22,0.00,0.00,0.52,-5.15,7.89,65.31,60.50,319.07,289.31,403.59,378.34,388.11,304.30,328.31,313.47,358.15,330.18,367.58,378.34,
99.576,0,1.03,0.22,19.09,0.21,0.02,77.28,0.10,12.68,12.68,0.00,82.56,-53.68,96.44,12.68,0.56,4.64,0.01,0.10,0.02,2.83,72.51,0.02,100.00,100.00,99.72,0.00,18.29,0.00,0.00,0.00,0.04,0.00,0.25,0.00,0.00,0.54,-5.51,7.80,65.22,60.68,318.96,289.24,403.65,378.44,388.21,304.29,328.22,313.41,357.94,330.21,367.48,378.44,
99.791,0,0.89,0.20,10.89,0.25,0.02,78.05,0.12,15.00,15.00,0.00,85.08,-54.16,97.25,15.00,2.77,3.43,0.01,0.07,0.01,0.91,62.03,0.01,100.00,100.00,99.39,0.00,24.88,0.00,0.00,0.00,0.10,0.00,0.41,0.00,0.00,0.17,-4.17,7.35,65.25,60.68,318.38,289.20,403.62,379.21,388.18,304.73,328.05,312.91,358.29,330.42,366.78,379.21,
99.995,0,0.80,0.21,11.51,0.20,0.02,74.44,0.09,11.17,11.17,0.56,80.74,-50.94,97.62,11.17,1.13,2.46,0.01,0.08,0.03,1.58,61.36,0.02,100.00,100.00,99.27,0.00,15.76,0.00,0.00,0.00,0.10,0.00,0.52,0.00,0.00,-0.70,-3.44,8.05,65.19,60.64,318.20,289.31,403.42,379.16,387.59,304.42,327.60,313.29,358.43,330.78,367.24,379.16,
100.067,0,0.69,0.21,4.80,0.18,0.02,71.96,0.08,8.70,8.70,3.04,77.47,-51.21,97.59,8.70,0.76,1.72,0.01,0.06,0.02,0.86,42.28,0.03,100.00,100.00,99.22,0.00,22.69,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,-1.19,-3.50,8.22,65.14,60.10,318.35,289.28,403.45,379.06,387.36,304.31,327.91,313.10,358.51,330.86,367.43,379.06,
100.137,0,0.68,0.21,2.71,0.18,0.02,71.06,0.08,7.94,7.94,3.94,76.38,-53.16,97.40,7.94,0.82,1.43,0.02,0.05,0.01,0.59,30.43,0.03,100.00,100.00,99.57,0.00,33.20,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,-1.36,-3.87,8.24,65.12,60.44,318.43,289.14,403.57,378.90,387.60,304.14,327.81,312.97,358.41,330.81,367.58,378.90,
100.284,0,0.70,0.21,1.70,0.17,0.02,70.21,0.08,7.46,7.46,4.79,75.68,-55.50,97.34,7.46,1.07,1.02,0.05,0.06,0.00,0.40,20.98,0.04,100.00,100.00,99.45,0.01,45.27,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,-1.57,-4.01,8.23,65.17,59.68,318.06,289.01,403.54,379.27,387.09,304.12,328.03,312.71,358.18,330.92,367.29,379.27,
100.364,0,0.72,0.21,1.92,0.16,0.02,68.11,0.07,5.53,5.53,6.89,72.71,-54.31,96.95,5.53,0.80,0.64,0.05,0.06,0.00,0.36,22.78,0.08,100.00,100.00,99.28,0.01,43.09,0.00,0.01,0.00,0.00,0.00,0.65,0.00,0.00,-1.73,-4.71,8.30,65.32,59.84,318.10,289.26,403.44,379.39,387.11,304.37,327.86,312.79,357.81,331.18,367.34,379.39,
100.432,0,0.87,0.21,2.44,0.15,0.02,67.04,0.07,4.54,4.54,7.96,71.10,-55.74,97.01,4.54,0.80,0.54,0.04,0.10,0.00,0.36,27.38,0.17,100.00,100.00,99.23,0.01,50.60,0.00,0.01,0.00,0.01,0.00,0.75,0.00,0.00,-2.03,-4.59,8.15,65.32,60.08,317.97,289.29,403.24,379.33,387.14,304.45,327.62,312.65,357.69,331.26,367.06,379.33,
100.600,0,0.63,0.20,2.15,0.15,0.02,66.19,0.07,3.95,3.95,8.81,70.12,-51.26,97.44,3.95,0.78,0.29,0.03,0.08,0.00,0.40,24.60,0.14,100.00,100.00,99.09,0.00,32.19,0.00,0.01,0.00,0.00,0.00,0.69,0.00,0.00,-1.96,-3.81,8.10,65.15,59.92,318.00,289.09,403.39,379.32,387.18,304.33,327.81,312.43,358.17,331.05,367.10,379.32,
100.666,0,0.66,0.20,2.33,0.15,0.02,66.04,0.07,3.84,3.84,8.96,69.93,-51.46,96.85,3.84,0.83,0.27,0.03,0.07,0.01,0.41,26.19,0.16,100.00,99.99,98.54,0.00,33.18,0.00,0.01,0.00,0.01,0.00,0.64,0.00,0.00,-0.84,-4.87,8.23,65.35,60.07,317.98,289.37,403.36,379.62,387.14,304.62,327.66,312.97,357.62,331.03,367.20,379.62,
100.732,0,0.66,0.20,3.04,0.15,0.02,66.26,0.07,3.92,3.92,8.74,70.06,-50.36,97.00,3.92,0.53,0.33,0.02,0.07,0.01,0.48,31.59,0.14,100.00,99.99,98.57,0.00,28.00,0.00,0.01,0.00,0.31,0.00,0.43,0.00,0.00,0.45,-4.63,8.11,65.62,60.67,318.12,289.69,403.23,379.61,387.46,304.94,327.42,313.63,357.72,330.81,367.16,379.61,
100.959,0,0.73,0.20,7.75,0.15,0.02,66.20,0.07,3.72,3.72,8.80,69.73,-47.92,97.69,3.72,0.38,0.70,0.00,0.10,0.06,1.29,50.40,0.15,100.00,99.99,99.13,0.00,15.09,0.00,0.01,0.00,5.81,0.00,0.26,0.00,0.00,1.22,-3.27,7.94,65.89,61.25,317.99,289.78,403.12,379.57,387.64,304.99,327.09,314.24,358.24,330.61,366.94,379.57,
101.025,0,0.84,0.20,8.31,0.16,0.02,68.22,0.07,5.61,5.61,6.78,72.84,-49.95,97.46,5.61,0.61,0.71,0.01,0.10,0.04,0.68,53.19,0.15,100.00,99.99,99.27,0.00,23.26,0.00,0.01,0.00,0.51,0.00,0.32,0.00,0.00,-0.05,-3.77,7.62,65.86,61.03,317.40,289.80,402.73,379.67,387.22,305.02,326.85,314.01,357.53,331.15,366.13,379.67,
101.260,0,0.76,0.20,8.30,0.18,0.02,71.51,0.08,8.51,8.51,3.49,77.20,-49.38,97.75,8.51,0.63,1.18,0.02,0.09,0.02,0.35,54.44,0.11,100.00,100.00,99.56,0.00,17.34,0.00,0.00,0.00,0.32,0.00,0.40,0.00,0.00,0.95,-3.13,7.84,65.86,61.63,317.57,289.63,402.53,379.05,387.33,304.70,326.44,314.23,357.79,330.47,366.37,379.05,
101.339,0,0.61,0.20,4.61,0.18,0.02,71.79,0.08,8.95,8.95,3.21,77.82,-49.00,97.58,8.95,0.54,1.01,0.01,0.08,0.01,0.39,41.98,0.07,100.00,100.00,99.44,0.00,15.56,0.00,0.00,0.00,0.30,0.00,0.41,0.00,0.00,1.93,-3.51,7.90,65.91,61.33,317.57,289.57,402.53,379.14,387.17,304.75,326.57,314.19,357.62,330.10,366.40,379.14,
101.414,0,0.50,0.20,3.21,0.18,0.02,72.34,0.09,9.80,9.80,2.66,78.97,-47.99,97.46,9.80,0.57,0.81,0.02,0.06,0.01,0.43,34.69,0.08,100.00,100.00,99.28,0.00,10.67,0.00,0.00,0.00,0.10,0.00,0.35,0.00,0.00,2.55,-3.76,8.02,66.01,61.37,317.59,289.59,402.59,379.14,387.14,304.66,326.58,314.57,357.54,329.98,366.55,379.14,
101.556,0,0.55,0.20,5.86,0.18,0.02,71.52,0.08,9.14,9.14,3.48,78.07,-46.37,97.66,9.14,0.50,0.56,0.02,0.06,0.01,0.47,47.06,0.07,100.00,100.00,98.76,0.00,4.80,0.00,0.00,0.00,0.28,0.00,0.33,0.00,0.00,1.58,-3.34,8.14,65.72,61.19,317.64,289.63,402.49,379.08,387.00,304.68,326.56,314.23,357.71,330.21,366.62,379.08,
101.636,0,0.53,0.20,4.85,0.17,0.02,69.98,0.08,7.49,7.49,5.02,75.73,-46.13,97.47,7.49,0.61,0.60,0.02,0.06,0.01,0.47,42.52,0.05,100.00,100.00,99.16,0.00,5.32,0.00,0.00,0.00,0.45,0.00,0.30,0.00,0.00,1.86,-3.74,7.73,65.72,61.06,317.39,289.55,402.55,379.40,387.07,304.87,326.71,314.05,357.45,330.21,366.13,379.40,
101.702,0,0.50,0.20,3.69,0.16,0.02,68.94,0.07,6.46,6.46,6.06,74.17,-46.20,97.48,6.46,0.64,0.55,0.02,0.06,0.01,0.48,36.45,0.04,100.00,100.00,99.21,0.00,6.76,0.00,0.00,0.00,0.45,0.00,0.35,0.00,0.00,2.36,-3.72,7.86,65.88,61.18,317.64,289.60,402.62,379.23,387.20,304.82,326.76,314.29,357.61,330.03,366.43,379.23,
101.848,0,0.57,0.20,6.56,0.17,0.02,70.09,0.08,7.76,7.76,4.91,76.12,-46.31,97.59,7.76,0.52,0.54,0.02,0.08,0.01,0.84,48.64,0.03,100.00,100.00,99.36,0.00,5.29,0.00,0.00,0.00,0.40,0.00,0.36,0.00,0.00,1.88,-3.49,8.03,65.82,61.13,317.80,289.67,402.57,379.02,387.15,304.74,326.77,314.33,357.76,330.14,366.64,379.02,
101.916,0,0.60,0.20,7.89,0.17,0.02,70.50,0.08,7.97,7.97,4.50,76.43,-46.33,97.58,7.97,0.40,0.78,0.01,0.07,0.02,1.00,52.51,0.03,100.00,100.00,99.39,0.00,4.24,0.00,0.00,0.00,1.01,0.00,0.25,0.00,0.00,1.84,-3.51,7.90,65.92,61.45,317.92,289.67,402.68,378.95,387.48,304.76,326.77,314.33,357.87,330.15,366.66,378.95,
101.985,0,0.66,0.20,11.74,0.17,0.02,70.17,0.08,7.63,7.63,4.83,75.92,-46.20,97.48,7.63,0.28,0.93,0.01,0.07,0.02,1.54,60.66,0.02,100.00,100.00,99.37,0.00,2.55,0.00,0.00,0.00,1.29,0.00,0.15,0.00,0.00,2.42,-3.72,7.77,66.02,61.60,318.00,289.58,402.83,378.93,387.71,304.74,326.87,314.39,357.88,329.93,366.66,378.93,
102.217,0,1.01,0.20,39.06,0.15,0.02,67.60,0.07,5.14,5.25,7.40,72.26,-47.86,97.45,5.14,0.21,2.10,0.00,0.06,0.02,5.25,87.57,0.00,100.00,100.00,99.52,0.00,1.91,0.00,0.00,0.00,40.05,0.00,0.12,0.00,0.00,4.17,-3.79,7.31,66.44,62.22,318.38,289.94,402.77,378.92,388.40,305.40,326.88,314.70,357.99,329.52,366.45,378.92,
102.290,0,1.04,0.20,40.26,0.14,0.02,65.36,0.06,2.98,5.24,9.64,72.25,-47.29,97.13,2.98,0.18,2.01,0.00,0.06,0.02,5.24,87.86,0.00,100.00,100.00,99.51,0.00,1.79,0.00,0.00,0.00,55.89,0.00,0.12,0.00,0.00,5.22,-4.39,7.85,66.39,61.76,318.61,290.06,402.48,378.77,387.91,305.47,326.84,314.65,357.67,329.08,366.89,378.77,
102.358,0,0.99,0.21,32.66,0.14,0.02,66.73,0.06,3.52,4.22,8.27,70.57,-47.30,97.54,3.52,0.11,2.43,0.00,0.05,0.02,4.22,82.48,0.00,100.00,100.00,99.48,0.00,2.29,0.00,0.00,0.00,67.45,0.00,0.14,0.00,0.00,3.30,-3.60,7.50,66.62,61.78,318.98,290.80,402.32,378.83,388.22,306.19,327.04,314.74,358.16,330.12,366.67,378.83,
102.580,0,0.84,0.21,17.35,0.15,0.02,67.72,0.07,3.89,3.89,7.28,70.01,-46.89,97.37,3.89,0.04,2.35,0.00,0.05,0.02,2.36,67.71,0.01,100.00,100.00,99.64,0.00,4.08,0.00,0.00,0.00,75.01,0.00,0.24,0.00,0.00,3.00,-3.94,7.44,66.61,61.98,318.76,290.83,402.13,378.74,388.13,306.14,326.78,314.89,357.79,330.29,366.43,378.74,
102.661,0,1.04,0.21,29.53,0.14,0.02,65.85,0.06,2.30,2.78,9.15,68.12,-46.83,97.19,2.30,0.04,2.21,0.00,0.07,0.02,2.78,80.59,0.01,100.00,100.00,99.55,0.00,4.93,0.00,0.00,0.00,75.72,0.00,0.25,0.00,0.00,3.36,-4.29,7.17,66.67,61.76,318.38,290.79,402.22,379.26,388.02,306.29,326.87,314.93,357.50,330.38,366.00,379.26,
102.732,0,1.10,0.21,36.31,0.14,0.02,65.01,0.06,2.16,3.53,9.99,69.41,-46.84,97.28,2.16,0.04,1.81,0.00,0.07,0.02,3.53,85.96,0.01,100.00,100.00,99.14,0.00,4.63,0.00,0.00,0.00,81.29,0.00,0.24,0.00,0.00,3.35,-4.12,7.37,66.62,61.54,318.55,290.84,402.17,379.07,387.88,306.19,326.97,315.02,357.64,330.32,366.23,379.07,
102.893,0,1.01,0.20,32.92,0.13,0.02,64.39,0.06,1.72,3.29,10.61,69.01,-45.87,97.25,1.72,0.03,1.55,0.00,0.05,0.02,3.29,83.04,0.01,100.00,99.99,98.77,0.00,1.93,0.00,0.00,0.00,82.83,0.00,0.20,0.00,0.00,3.77,-4.17,7.31,66.72,61.59,318.49,290.89,402.09,379.12,387.86,306.30,326.90,315.12,357.55,330.24,366.10,379.12,
103.043,0,0.83,0.20,30.39,0.12,0.02,62.29,0.06,1.52,8.15,12.71,76.68,-47.92,97.29,1.52,0.04,1.55,0.00,0.06,0.02,8.15,75.79,0.00,100.00,99.99,98.16,0.00,1.37,0.00,0.00,0.00,84.67,0.00,0.12,0.00,0.00,3.20,-4.10,7.43,66.19,61.21,318.46,290.84,402.14,379.19,387.64,306.20,327.06,314.94,357.60,330.39,366.20,379.19,
103.184,0,0.79,0.20,34.20,0.12,0.02,61.59,0.06,1.66,12.03,13.41,81.79,-50.01,97.42,1.66,0.03,2.17,0.00,0.07,0.04,12.03,75.44,0.00,100.00,99.99,96.31,0.00,1.04,0.00,0.00,0.00,83.90,0.00,0.07,0.00,0.00,3.88,-3.84,7.54,66.20,61.35,318.58,290.83,402.25,379.15,387.74,306.13,327.07,315.23,357.83,330.16,366.43,379.15,
103.248,0,0.85,0.21,34.37,0.12,0.02,62.53,0.06,1.60,10.10,12.47,79.37,-49.19,97.32,1.60,0.04,2.42,0.00,0.06,0.04,10.10,77.50,0.00,100.00,99.99,94.53,0.00,0.76,0.00,0.00,0.00,82.22,0.00,0.06,0.00,0.00,4.20,-4.04,7.60,66.08,61.49,318.62,290.73,402.31,379.09,387.83,306.05,327.02,315.17,357.78,329.98,366.55,379.09,
103.323,0,0.89,0.21,34.99,0.12,0.02,63.40,0.06,1.87,9.05,11.60,77.96,-48.92,97.35,1.87,0.06,2.60,0.00,0.06,0.04,9.05,79.18,0.00,100.00,99.99,94.13,0.00,0.95,0.00,0.00,0.00,85.48,0.00,0.05,0.00,0.00,3.43,-3.99,7.51,65.99,61.66,318.53,290.76,402.32,379.10,387.91,306.01,326.94,315.21,357.76,330.30,366.43,379.10,
103.440,0,0.84,0.21,29.66,0.13,0.02,64.05,0.06,1.82,8.75,10.95,77.54,-48.97,97.24,1.82,0.06,3.16,0.00,0.05,0.04,8.75,74.59,0.00,100.00,99.99,91.43,0.00,0.39,0.00,0.00,0.00,88.88,0.00,0.05,0.00,0.00,4.64,-4.18,7.44,66.03,61.55,318.54,290.70,402.45,379.25,387.95,306.06,327.10,315.38,357.74,329.93,366.43,379.25,
103.618,0,0.67,0.21,15.19,0.13,0.02,65.60,0.06,2.87,9.07,9.40,77.98,-50.12,97.39,2.87,0.04,3.72,0.00,0.09,0.06,9.07,57.49,0.00,100.00,100.00,91.77,0.00,2.38,0.00,0.00,0.00,91.04,0.00,0.07,0.00,0.00,4.06,-3.91,7.57,66.07,61.48,318.56,290.96,402.39,379.34,387.82,306.17,327.07,315.67,357.86,330.33,366.52,379.34,
103.685,0,0.68,0.21,17.06,0.13,0.02,65.24,0.06,2.80,10.06,9.76,79.31,-50.54,97.41,2.80,0.04,3.81,0.00,0.07,0.06,10.06,59.25,0.00,100.00,100.00,91.49,0.00,2.06,0.00,0.00,0.00,91.55,0.00,0.08,0.00,0.00,3.79,-3.85,7.46,65.97,61.40,318.55,290.98,402.35,379.32,387.82,306.21,327.14,315.59,357.87,330.41,366.39,379.32,
103.776,0,0.68,0.22,18.23,0.13,0.02,65.80,0.06,3.22,10.92,9.20,80.43,-51.12,97.32,3.22,0.03,4.25,0.00,0.06,0.05,10.92,60.14,0.00,100.00,100.00,93.18,0.00,1.32,0.00,0.00,0.00,87.26,0.00,0.09,0.00,0.00,3.65,-4.04,7.41,65.90,61.41,318.62,291.10,402.25,379.20,387.83,306.28,327.15,315.66,357.77,330.51,366.33,379.20,
103.851,0,0.73,0.22,21.06,0.13,0.02,65.32,0.06,2.31,10.96,9.68,80.48,-51.12,96.97,2.31,0.03,4.70,0.00,0.05,0.05,10.96,63.39,0.00,100.00,100.00,90.88,0.00,0.99,0.00,0.00,0.00,83.45,0.00,0.06,0.00,0.00,1.78,-4.67,6.76,65.84,61.45,318.01,291.49,402.08,380.07,387.85,307.04,326.96,315.30,357.09,331.69,365.33,380.07,
103.918,0,0.91,0.23,33.84,0.13,0.02,66.22,0.06,1.83,12.10,8.78,81.88,-52.54,96.62,1.83,0.02,6.50,0.00,0.05,0.04,12.10,75.11,0.00,100.00,100.00,86.80,0.00,0.89,0.00,0.00,0.00,82.09,0.00,0.03,0.00,0.00,3.64,-5.23,6.43,65.90,61.57,317.67,291.35,402.43,380.78,388.07,307.25,327.06,315.59,356.83,331.33,365.02,380.78,
103.984,0,1.05,0.24,53.52,0.13,0.02,66.18,0.06,1.72,17.58,8.82,87.53,-56.16,96.74,1.72,0.02,8.60,0.00,0.06,0.03,17.58,85.81,0.00,100.00,100.00,84.24,0.00,0.61,0.00,0.00,0.00,85.61,0.00,0.02,0.00,0.00,3.04,-5.05,6.66,65.81,62.34,317.50,291.46,402.47,381.03,388.24,307.29,326.48,315.76,356.80,331.72,365.25,381.03,
104.217,0,1.22,0.28,61.69,0.14,0.02,71.41,0.06,3.02,22.58,3.59,91.30,-62.18,96.95,3.02,0.02,14.57,0.00,0.07,0.04,22.58,87.95,0.00,100.00,100.00,76.50,0.00,0.62,0.00,0.00,0.00,91.14,0.00,0.01,0.00,0.00,3.63,-4.70,6.65,65.81,62.19,317.37,291.48,402.55,381.32,388.14,307.36,326.55,315.96,356.96,331.63,365.19,381.32,
104.284,0,1.36,0.32,45.78,0.18,0.02,78.54,0.07,4.47,19.17,0.00,89.76,-64.27,97.04,4.47,0.02,20.34,0.00,0.05,0.03,19.17,78.94,0.00,100.00,100.00,68.27,0.00,0.65,0.00,0.00,0.00,89.86,0.00,0.01,0.00,0.00,4.24,-4.55,6.99,65.97,62.11,317.89,291.73,402.46,381.03,388.15,307.49,326.65,316.15,357.24,331.39,365.74,381.03,
104.436,0,1.24,0.38,11.49,0.25,0.02,84.74,0.07,4.45,12.45,0.00,93.80,-65.22,96.90,4.45,0.01,27.13,0.00,0.05,0.03,12.45,48.20,0.00,100.00,100.00,71.20,0.00,1.24,0.00,0.00,0.00,87.69,0.00,0.01,0.00,0.00,4.38,-4.80,6.68,65.81,61.14,317.93,291.80,402.48,381.11,387.89,307.61,327.34,316.15,357.20,331.41,365.38,381.11,
104.579,0,1.12,0.37,6.82,0.26,0.02,85.47,0.07,5.24,9.22,0.00,93.47,-63.54,96.79,5.24,0.01,26.45,0.00,0.04,0.03,9.22,40.24,0.00,100.00,100.00,75.39,0.00,1.31,0.00,0.00,0.00,85.00,0.00,0.03,0.00,0.00,3.63,-4.96,7.03,65.42,60.77,318.10,291.81,402.49,380.97,387.63,307.43,327.48,316.04,357.22,331.60,365.77,380.97,
104.645,0,1.17,0.39,9.50,0.26,0.02,85.55,0.07,5.25,12.33,0.00,94.07,-65.56,96.87,5.25,0.02,27.73,0.00,0.04,0.03,12.33,44.34,0.00,100.00,100.00,79.19,0.00,0.69,0.00,0.00,0.00,82.59,0.00,0.02,0.00,0.00,4.27,-4.83,7.18,65.43,61.25,318.37,291.86,402.58,380.80,387.95,307.42,327.34,316.27,357.43,331.36,366.13,380.80,
104.768,0,1.36,0.37,19.35,0.24,0.02,84.41,0.07,5.38,13.25,0.00,93.22,-64.92,97.18,5.38,0.02,25.94,0.00,0.04,0.03,13.25,59.99,0.00,100.00,100.00,79.77,0.00,0.40,0.00,0.00,0.00,89.78,0.00,0.02,0.00,0.00,3.46,-4.29,7.24,65.19,61.11,318.88,292.23,402.58,380.61,388.13,307.68,327.63,316.30,357.95,331.70,366.44,380.61,
104.926,0,1.63,0.35,31.18,0.24,0.02,83.61,0.07,5.11,11.55,0.00,92.31,-63.11,97.20,5.11,0.01,24.25,0.00,0.04,0.03,11.55,74.32,0.00,100.00,100.00,78.66,0.00,0.38,0.00,0.00,0.00,89.08,0.00,0.02,0.00,0.00,2.62,-4.26,7.25,64.98,61.22,318.88,292.28,402.66,380.73,388.22,307.72,327.59,316.17,358.00,332.05,366.50,380.73,
104.993,0,1.64,0.37,29.34,0.25,0.02,84.61,0.07,5.38,12.38,0.00,93.23,-64.52,97.35,5.38,0.01,25.96,0.00,0.04,0.04,12.38,71.84,0.00,100.00,100.00,79.04,0.00,0.34,0.00,0.00,0.00,87.85,0.00,0.01,0.00,0.00,2.80,-3.98,7.13,65.02,61.15,318.91,292.39,402.74,380.84,388.29,307.82,327.75,316.46,358.20,332.13,366.43,380.84,
105.144,0,1.68,0.38,24.90,0.26,0.02,85.22,0.07,4.80,10.78,0.00,93.74,-64.23,97.38,4.80,0.01,27.02,0.00,0.03,0.04,10.78,68.74,0.00,100.00,100.00,70.72,0.00,0.22,0.00,0.00,0.00,88.90,0.00,0.01,0.00,0.00,3.21,-3.91,7.14,65.13,61.29,319.13,292.56,402.77,380.88,388.49,308.06,327.79,316.52,358.35,332.07,366.58,380.88,
105.215,0,1.83,0.36,35.89,0.23,0.02,83.06,0.06,3.32,11.25,0.00,92.75,-62.97,97.25,3.32,0.01,25.06,0.00,0.03,0.05,11.25,78.25,0.00,100.00,100.00,49.61,0.00,0.14,0.00,0.00,0.00,85.88,0.00,0.00,0.00,0.00,3.46,-4.17,6.86,65.17,61.44,319.29,292.78,402.65,380.77,388.71,308.36,327.83,316.63,358.25,332.09,366.35,380.77,
